Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Option Name 4,Option Value 4,Option Name 5,Option Value 5,Option Name 6,Option Value 6,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs
,,PHYSICAL,catalog,pantalon-de-vestir-ancho-negro-jaspeado-zara,Pantalón de vestir ancho negro jaspeado ZARA,,LTA2676,Tamaño,M,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2676.JPG https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2676_1.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2676_2.jpg
,,,,,,,LTA2676a,Tamaño,-,,,,,,,,,,,48,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-negro-con-cinto-con-detalle-dorado-zara,Pantalón negro con cinto con detalle dorado ZARA,,LTA2677,Tamaño,XL,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-grandes",,,,,,Yes,
,,,,,,,LTA2677a,Tamaño,-,,,,,,,,,,,48,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-de-vestir-gris-jaspeado-zara,Pantalón de vestir gris jaspeado ZARA,,LTA2678,Tamaño,S,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2678.JPG
,,,,,,,LTA2678a,Tamaño,-,,,,,,,,,,,48,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-negro-con-cinto-rojo-zara,Pantalón negro con cinto rojo ZARA,,LTA2679,Tamaño,L,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-grandes",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2679.jpg
,,,,,,,LTA2680,Tamaño,S,,,,,,,,,,,48,,,1,,,,,,,,
,,PHYSICAL,catalog,pantalon-de-lino-azul-zara,Pantalón de lino azul ZARA,,LTA2681,Tamaño,XS,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2681_1.jpeg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2681_2.jpg
,,,,,,,LTA2681a,Tamaño,-,,,,,,,,,,,48,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-de-vestir-con-bolsillo-azul-verdoso-oscuro-zara,Pantalón de vestir con bolsillo azul verdoso oscuro ZARA,,LTA2682,Tamaño,S,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2682_1.JPG https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2682_2.jpeg
,,,,,,,LTA2682a,Tamaño,-,,,,,,,,,,,48,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-elastizado-de-vestir-amarillo-claro-con-cinto-burdeos-zara,Pantalón elastizado de vestir amarillo claro con cinto burdeos ZARA,,LTA2683,Tamaño,S,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2683_1.JPG https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2683_2.jpg
,,,,,,,LTA2683a,Tamaño,-,,,,,,,,,,,48,,,0,,,,,,,,
,,PHYSICAL,catalog,pantaloneta-de-lino-con-cordon-de-ajuste-roja-zara,Pantaloneta de lino con cordón de ajuste roja ZARA,,LTA2685,Tamaño,M,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2685.JPG
,,,,,,,LTA2685a,Tamaño,-,,,,,,,,,,,48,,,0,,,,,,,,
,,PHYSICAL,catalog,pantaloneta-de-vestir-de-pata-ancha-negro-jaspeado-zara,Pantaloneta de vestir de pata ancha negro jaspeado ZARA,,LTA2686,Tamaño,M,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2686_1.jpeg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2686_2.JPG
,,,,,,,LTA2686a,Tamaño,-,,,,,,,,,,,48,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-con-pinzas-con-cinto-terracota-zara,Pantalón con pinzas con cinto terracota ZARA,,LTA2687,Tamaño,M,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2687.jpg
,,,,,,,LTA2687a,Tamaño,-,,,,,,,,,,,48,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-de-lino-amarillo-mostaza-zara,Pantalón de lino amarillo mostaza ZARA,,LTA2688,Tamaño,XS,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2688_1.JPG https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2688_2.jpg
,,,,,,,LTA2688a,Tamaño,-,,,,,,,,,,,48,,,0,,,,,,,,
,,PHYSICAL,catalog,falda-midi-plisada-rosa-barbie-zara,Falda midi plisada rosa barbie ZARA,,LTA2689,Tamaño,S,,,,,,,,,,,48,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2689.jpg
,,,,,,,LTA2689a,Tamaño,-,,,,,,,,,,,48,,,0,,,,,,,,
,,PHYSICAL,catalog,vestido-desmangado-sin-costura-elastizado-marron-zara,Vestido desmangado sin costura elastizado marrón ZARA,,LTA2690,Tamaño,S,,,,,,,,,,,50,,,1,"/vestidos, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/vestidos/LTA2690.JPG
,,,,,,,LTA2690a,Tamaño,-,,,,,,,,,,,50,,,0,,,,,,,,
,,PHYSICAL,catalog,mono-strapless-con-cinturon-con-hebillada-dorada-amarillo-mostaza-zara,Mono strapless con cinturón con hebillada dorada amarillo mostaza ZARA,,LTA2691,Tamaño,M,,,,,,,,,,,50,,,1,"/vestidos, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/vestidos/LTA2691_1.JPG https://github.com/uberboutique/ss/raw/main/vestidos/LTA2691_2.JPG
,,,,,,,LTA2691a,Tamaño,-,,,,,,,,,,,50,,,0,,,,,,,,
