Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Option Name 4,Option Value 4,Option Name 5,Option Value 5,Option Name 6,Option Value 6,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs
,,PHYSICAL,catalog,pulover-con-motivo-de-texto-marron-oscuro/-atelier-hm,Pulóver con motivo de texto marrón oscuro/ Atelier H&M,,LTA2235,Tamaño,M,,,,,,,,,,,20,,,2,"/tops, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA2235_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2235_2.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2235_3.jpg
,,,,,,,LTA2235a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
,,PHYSICAL,catalog,pulover-de-microfibra-azul-marino-hm,Pulóver de microfibra azul marino H&M,,LTA2236,Tamaño,S,,,,,,,,,,,20,,,1,"/tops, /tallas-pequenas",,,,,,Yes,
,,,,,,,LTA2236a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
,,PHYSICAL,catalog,pulover-de-mujer-oversized-de-algodon-negro-de-gran-calidad-hm,Pulóver de mujer oversized de algodón negro de gran calidad H&M,,LTA2237,Tamaño,XS,,,,,,,,,,,22,,,1,"/tops, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA2237_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2237_2.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2237_3.jpg
,,,,,,,LTA2237a,Tamaño,-,,,,,,,,,,,22,,,0,,,,,,,,
,,PHYSICAL,catalog,pulover-entallado-de-microfibra-rosa-claro-hm,Pulóver entallado de microfibra rosa claro H&M,,LTA2238,Tamaño,S,,,,,,,,,,,20,,,1,"/tops, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA2238_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2238_2.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2238_3.jpg
,,,,,,,LTA2238a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
,,PHYSICAL,catalog,pulover-oversized-crema-rodeo-hm,Pulóver oversized crema Rodeo H&M,,LTA2239,Tamaño,XXS,,,,,,,,,,,20,,,1,"/tops, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA2239_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2239_2.jpg
,,,,,,,LTA2239a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
,,PHYSICAL,catalog,pulover-blanco-cafe-poesie-hm,Pulóver blanco Café Poésie H&M,,LTA2240,Tamaño,M,,,,,,,,,,,20,,,1,"/tops, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA2240_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2240_2.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2240_3.jpg
,,,,,,,LTA2240a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
,,PHYSICAL,catalog,pulover-blanco-fiori-letras-negras-hm,Pulóver blanco Fiori letras negras H&M,,LTA2242,Tamaño,M,,,,,,,,,,,20,,,2,"/tops, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA2242_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2242_2.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2242_3.jpg
,,,,,,,LTA2242a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
,,PHYSICAL,catalog,pulover-con-estampado-blanco/tomates-hm,Pulóver con estampado blanco/tomates H&M,,LTA2243,Tamaño,M,,,,,,,,,,,20,,,1,"/tops, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA2243_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2243_2.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2243_3.jpg
,,,,,,,LTA2243a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
,,PHYSICAL,catalog,pulover-blanco-la-poire-hm,Pulóver blanco La Poire H&M,,LTA2244,Tamaño,M,,,,,,,,,,,20,,,1,"/tops, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA2244_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA2244_2.jpg
,,,,,,,LTA2244a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
