Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Option Name 4,Option Value 4,Option Name 5,Option Value 5,Option Name 6,Option Value 6,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs
,,PHYSICAL,catalog,pantalon-de-vestir-basco-marron-topo-lefties,Pantalón de vestir básco marrón topo Lefties,,LTA2189,Tamaño,S,,,,,,,,,,,40,,,2,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2189.jpg
,,,,,,,LTA2190,Tamaño,XS,,,,,,,,,,,40,,,1,,,,,,,,
,,PHYSICAL,catalog,pantalon-rustico-lazada-verde-caqui-lefties,Pantalón rústico lazada verde caqui Lefties,,LTA2191,Tamaño,S,,,,,,,,,,,35,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2191_1.jpeg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2191_2.jpeg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2191_3.jpeg
,,,,,,,LTA2192,Tamaño,M,,,,,,,,,,,35,,,1,,,,,,,,
,,,,,,,LTA2193,Tamaño,L,,,,,,,,,,,35,,,1,,,,,,,,
,,PHYSICAL,catalog,pantalon-joggers-de-vestir-verde-caqui-lefties,Pantalón joggers de vestir verde caqui Lefties,,LTA2194,Tamaño,S,,,,,,,,,,,35,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2194_1.jpeg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2194_2.jpeg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2194_3.jpeg
,,,,,,,LTA2194a,Tamaño,-,,,,,,,,,,,35,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-joggers-de-vestir-negro-lefties,Pantalón joggers de vestir negro Lefties,,LTA2195,Tamaño,S,,,,,,,,,,,35,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2195.JPG
,,,,,,,LTA2195a,Tamaño,-,,,,,,,,,,,35,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-basico-de-vestir-beige-oscuro-lefties,Pantalón básico de vestir beige oscuro Lefties,,LTA2196,Tamaño,L,,,,,,,,,,,35,,,1,"/partes-de-abajo, /tallas-grandes",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2196_1.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2196_2.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2196_3.jpg
,,,,,,,LTA2196a,Tamaño,-,,,,,,,,,,,35,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-de-vestir-ancho-beige-jaspeado-lefties,Pantalón de vestir ancho beige jaspeado Lefties,,LTA2197,Tamaño,M,,,,,,,,,,,35,,,1,"/partes-de-abajo, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2197_1.jpeg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2197_2.jpeg
,,,,,,,LTA2197a,Tamaño,-,,,,,,,,,,,35,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-en-mezcla-de-lino-con-atadura-azul-claro-bershka,Pantalón en mezcla de lino con atadura azul claro Bershka,,LTA2198,Tamaño,M,,,,,,,,,,,35,,,1,"/partes-de-abajo, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2198_1.JPG https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2198_2.jpg
,,,,,,,LTA2198a,Tamaño,-,,,,,,,,,,,35,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalonde-sarga-con-cordon-de-ajuste-color-topo-hm,Pantalónde sarga con cordón de ajuste color topo H&M,,LTA2200,Tamaño,L,,,,,,,,,,,35,,,1,"/partes-de-abajo, /tallas-grandes",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2200_1.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2200_2.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2200_3.jpg
,,,,,,,LTA2200a,Tamaño,-,,,,,,,,,,,35,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-en-mezcla-de-lino-con-cordon-de-ajuste-negro-hm,Pantalón en mezcla de lino con cordón de ajuste negro H&M,,LTA2203,Tamaño,M,,,,,,,,,,,35,,,1,"/partes-de-abajo, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2203_1.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2203_2.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2203_3.jpg
,,,,,,,LTA2203a,Tamaño,-,,,,,,,,,,,35,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-acampanado-con-raya-marron-oscuro-hm,Pantalón acampanado con raya marrón oscuro H&M,,LTA2204,Tamaño,XL_12,,,,,,,,,,,35,,,1,"/partes-de-abajo, /tallas-grandes",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2204_1.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2204_2.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2204_3.jpg
,,,,,,,LTA2204a,Tamaño,-,,,,,,,,,,,35,,,0,,,,,,,,
,,PHYSICAL,catalog,pantalon-sastre-amplio-marron-oscuro-hm,Pantalón sastre amplio marrón oscuro H&M,,LTA2205,Tamaño,XL_12,,,,,,,,,,,40,,,1,"/partes-de-abajo, /tallas-grandes",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2205_1.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2205_2.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2205_3.jpg
,,,,,,,LTA2205a,Tamaño,-,,,,,,,,,,,40,,,0,,,,,,,,
