Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Option Name 4,Option Value 4,Option Name 5,Option Value 5,Option Name 6,Option Value 6,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs
,,,,,,,LTA1763a,Tamaño,-,,,,,,,,,,,25,,,0,,,,,,,,
,,PHYSICAL,catalog,top-cropped-con-detalle-enroscado-beige-claro-hm,Top cropped con detalle enroscado beige claro H&M,,LTA1766,Tamaño,M,,,,,,,,,,,25,,,1,"/tops, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA1766_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA1766_2.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA1766_3.jpg
,,,,,,,LTA1766a,Tamaño,-,,,,,,,,,,,25,,,0,,,,,,,,
,,PHYSICAL,catalog,body-colaless-en-tejido-creppe-rosa-empolvado-hm,Body colaless en tejido creppé rosa empolvado H&M,,LTA1775,Tamaño,XL,,,,,,,,,,,25,,,1,"/tops, /tallas-grandes",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA1775_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA1775_2.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA1775_3.jpg
,,,,,,,LTA1775a,Tamaño,-,,,,,,,,,,,25,,,0,,,,,,,,
,,PHYSICAL,catalog,top-de-un-hombro-con-vuelo-rosa-claro-hm,Top de un hombro con vuelo rosa claro H&M,,LTA1777,Tamaño,L,,,,,,,,,,,20,,,1,"/tops, /tallas-grandes",,,,,,Yes,
,,,,,,,LTA1777a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
,,PHYSICAL,catalog,top-drapeado-sin-mangas-negro-hm,Top drapeado sin mangas negro H&M,,LTA1778,Tamaño,M,,,,,,,,,,,20,,,1,"/tops, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA1778_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA1778_2.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA1778_3.jpg
,,,,,,,LTA1778a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
,,PHYSICAL,catalog,top-drapeado-de-un-hombro-blanco-hm,Top drapeado de un hombro blanco H&M,,LTA1779,Tamaño,L,,,,,,,,,,,25,,,1,"/tops, /tallas-grandes",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA1779_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA1779_2.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA1779_3.jpg
,,,,,,,LTA1779a,Tamaño,-,,,,,,,,,,,25,,,0,,,,,,,,
,,PHYSICAL,catalog,top-de-tirantes-en-punto-pointelle-blanco-floral-hm,Top de tirantes en punto pointelle blanco floral H&M,,LTA1780,Tamaño,M,,,,,,,,,,,20,,,1,"/tops, /tallas-medianas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/tops/LTA1780_1.jpg https://github.com/uberboutique/ss/raw/main/tops/LTA1780_2.jpg
,,,,,,,LTA1780a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
,,PHYSICAL,catalog,top-drapeado-con-cuello-alto-beige-claro-animal-print-hm,Top drapeado con cuello alto beige claro animal print H&M,,LTA1782,Tamaño,L,,,,,,,,,,,20,,,2,"/tops, /tallas-grandes",,,,,,Yes,
,,,,,,,LTA1782a,Tamaño,-,,,,,,,,,,,20,,,0,,,,,,,,
