Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Option Name 4,Option Value 4,Option Name 5,Option Value 5,Option Name 6,Option Value 6,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs
,,PHYSICAL,catalog,calcetines-overknee-negras-de-mujer-hm,Calcetines overknee negras de mujer H&M,,LTA2300,Tamaño,36-38,,,,,,,,,,,7,,,4,/accesorios,,,,,,Yes,https://github.com/uberboutique/ss/raw/main/accesorios/LTA2300_1.JPG https://github.com/uberboutique/ss/raw/main/accesorios/LTA2300_2.JPG https://github.com/uberboutique/ss/raw/main/accesorios/LTA2300_3.JPG
,,,,,,,LTA2300a,Tamaño,-,,,,,,,,,,,7,,,0,,,,,,,,
,,PHYSICAL,catalog,calcetines-deportivos-drymove-negro-hm,Calcetines deportivos DryMove negro H&M,,LTA2301,Tamaño,43-45,,,,,,,,,,,4,,,5,/accesorios,,,,,,Yes,https://github.com/uberboutique/ss/raw/main/accesorios/LTA2301_1.jpg https://github.com/uberboutique/ss/raw/main/accesorios/LTA2301_2.jpg
,,,,,,,LTA2301a,Tamaño,-,,,,,,,,,,,4,,,0,,,,,,,,
,,PHYSICAL,catalog,calcetines-largos-beige-jaspeado/-marron-oscuro-hm,Calcetines largos beige jaspeado/ marrón oscuro H&M,,LTA2302,Tamaño,39-41,,,,,,,,,,,7,,,2,/accesorios,,,,,,Yes,https://github.com/uberboutique/ss/raw/main/accesorios/LTA2302_1.jpg https://github.com/uberboutique/ss/raw/main/accesorios/LTA2302_2.jpg
,,,,,,,LTA2302a,Tamaño,-,,,,,,,,,,,7,,,0,,,,,,,,
,,PHYSICAL,catalog,calcetines-en-punto-acanalado-azul-marmoleado-hm,Calcetines en punto acanalado azul marmoleado H&M,,LTA2303,Tamaño,40-42,,,,,,,,,,,7,,,1,/accesorios,,,,,,Yes,https://github.com/uberboutique/ss/raw/main/accesorios/LTA2303_1.jpg https://github.com/uberboutique/ss/raw/main/accesorios/LTA2303_2.jpg
,,,,,,,LTA2303a,Tamaño,-,,,,,,,,,,,7,,,0,,,,,,,,
,,PHYSICAL,catalog,calcetines-de-punto-gris-oscuro-estampado-hm,Calcetines de punto gris oscuro estampado H&M,,LTA2304,Tamaño,36-38,,,,,,,,,,,7,,,2,/accesorios,,,,,,Yes,https://github.com/uberboutique/ss/raw/main/accesorios/LTA2304_1.jpg https://github.com/uberboutique/ss/raw/main/accesorios/LTA2304_2.jpg
,,,,,,,LTA2304a,Tamaño,-,,,,,,,,,,,7,,,0,,,,,,,,
,,PHYSICAL,catalog,jeans-flared-altos-negros-hm,Jeans flared altos negros H&M,,LTA2305,Tamaño,S_2,,,,,,,,,,,40,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2305_1.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2305_2.jpg
,,,,,,,LTA2305a,Tamaño,-,,,,,,,,,,,40,,,0,,,,,,,,
,,PHYSICAL,catalog,jeans-flared-azul-denim-claro-hm,Jeans flared azul denim claro H&M,,LTA2306,Tamaño,XS_0,,,,,,,,,,,35,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2306_1.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2306_2.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2306_3.jpg
,,,,,,,LTA2306a,Tamaño,-,,,,,,,,,,,35,,,0,,,,,,,,
,,PHYSICAL,catalog,jeans-flared-low-azul-denim-hm,Jeans flared low azul denim H&M,,LTA2307,Tamaño,S_2,,,,,,,,,,,40,,,1,"/partes-de-abajo, /tallas-pequenas",,,,,,Yes,https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2307_1.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2307_2.jpg https://github.com/uberboutique/ss/raw/main/partes-de-abajo/LTA2307_3.jpg
,,,,,,,LTA2307a,Tamaño,-,,,,,,,,,,,40,,,0,,,,,,,,
