Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Option Name 4,Option Value 4,Option Name 5,Option Value 5,Option Name 6,Option Value 6,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs
,,PHYSICAL,catalog,sandalias-de-tacon-con-correa-en-el-tobillo-beige-bershka,Sandalias de tacón con correa en el tobillo beige Bershka,,LTA2160,Tamaño,37,,,,,,,,,,,50,,,1,/calzado,,,,,,Yes,https://github.com/uberboutique/ss/raw/main/calzado/LTA2160_1.jpeg https://github.com/uberboutique/ss/raw/main/calzado/LTA2160_2.JPG https://github.com/uberboutique/ss/raw/main/calzado/LTA2160_3.jpeg
,,,,,,,LTA2161,Tamaño,41,,,,,,,,,,,50,,,1,,,,,,,,
,,,,,,,LTA2162,Tamaño,35,,,,,,,,,,,50,,,1,,,,,,,,
,,PHYSICAL,catalog,sandalias-de-tacon-kitten-mule-rojo-vivo-bershka,Sandalias de tacón kitten mule rojo vivo Bershka,,LTA2163,Tamaño,35,,,,,,,,,,,50,,,1,/calzado,,,,,,Yes,https://github.com/uberboutique/ss/raw/main/calzado/LTA2163_1.JPG https://github.com/uberboutique/ss/raw/main/calzado/LTA2163_2.JPG https://github.com/uberboutique/ss/raw/main/calzado/LTA2163_3.JPG https://github.com/uberboutique/ss/raw/main/calzado/LTA2163_4.JPG https://github.com/uberboutique/ss/raw/main/calzado/LTA2163_5.JPG
,,,,,,,LTA2164,Tamaño,36,,,,,,,,,,,50,,,1,,,,,,,,
,,,,,,,LTA2165,Tamaño,39,,,,,,,,,,,50,,,1,,,,,,,,
,,PHYSICAL,catalog,sandalias-planas-con-tiras-marron-bershka,Sandalias planas con tiras marrón Bershka,,LTA2166,Tamaño,35,,,,,,,,,,,40,,,2,/calzado,,,,,,Yes,https://github.com/uberboutique/ss/raw/main/calzado/LTA2166_1.jpeg https://github.com/uberboutique/ss/raw/main/calzado/LTA2166_2.JPG https://github.com/uberboutique/ss/raw/main/calzado/LTA2166_3.JPG
,,,,,,,LTA2166a,Tamaño,-,,,,,,,,,,,40,,,0,,,,,,,,
,,PHYSICAL,catalog,sandalias-de-tacon-con-abertura-acharoladas-negras-bershka,Sandalias de tacón con abertura acharoladas negras Bershka,,LTA2167,Tamaño,40,,,,,,,,,,,60,,,1,/calzado,,,,,,Yes,https://github.com/uberboutique/ss/raw/main/calzado/LTA2167_1.jpeg https://github.com/uberboutique/ss/raw/main/calzado/LTA2167_2.jpeg https://github.com/uberboutique/ss/raw/main/calzado/LTA2167_3.JPG
,,,,,,,LTA2168,Tamaño,39,,,,,,,,,,,60,,,1,,,,,,,,
,,,,,,,LTA2169,Tamaño,38,,,,,,,,,,,60,,,2,,,,,,,,
,,,,,,,LTA2170,Tamaño,37,,,,,,,,,,,60,,,1,,,,,,,,
